reviewId,content,score
967d4ba7-09dd-43e7-bc2b-3a7d7315a64b,abdarahman,5
883142c9-5e67-451b-bd2c-b5540aee5ecd,दीनदयाल कुमार,5
6fd126ce-8a6f-4215-bab6-7b5a8da7f38b,why could I not use it,5
98b70e9e-5e65-48f5-976b-41d4f799ee62,Quite fantastic.,5
1ae5e123-7c95-4427-b646-2fbd28eb85ad,Nice 👍🏻,5
0a0928d8-771d-4b86-83f1-55b52db57eda,my experience was very very bad because in the app I was asked to download the official app and then I try downloading the official app still showing me the same thing,1
04ed2020-6c8b-4d3e-8e3c-38dd5224ad61,Okay,5
76d90f09-e554-4529-b46d-390d37eefb27,good,5
ae22c112-2700-465e-852a-769ba5f2ca56,OK,1
0f5804a6-f41f-419f-9e8c-07a3b509330e,Nice,5
62683755-ae30-48fb-9b63-67feb4e479ed,best one yet,5
b4584488-69c5-4ffb-b5a1-394e08d64bf1,Nice app,5
1b546dab-8c8a-46ee-9e7a-181ddd915534,please change back the 'About' update 🥲 or atleast keep the previous as an option as well i much preferred it like how it was before 😭🙏,4
feb1c4a5-8966-4869-b8aa-f51e2b380868,This app is so amazing,5
2c95a1e1-022f-4e77-a5a5-fcb909e1c1ae,bug on wifi,1
e39cd1a5-25b4-4faf-9c75-eed14ee13a92,Good,1
f5e870bf-cec6-49b8-ab44-64f49fd53bab,Deep 👇,5
d0337810-a6b0-4bf0-8367-e86f3f82717f,aluchop,4
b2f9200f-b81d-41ed-aa68-5b10ec8ab345,best app,5
770b6a39-c655-437f-a6c8-c4cab00052fb,Excelente,5
5e5db974-4500-45ea-98ac-8350998dc5e5,all good,5
390c832f-a0f3-4c8d-93d8-87fa55c5eb84,since wen have been using dis app and is over 3yrs now it's excellent n awesome app... just keep it up...,4
4e475dbf-2842-4494-bb6e-baec76c8546a,it really helps me in sending and receiving messages.,5
12b2cf6e-6c1c-4afa-91d3-438f268883ec,Why my WhatsApp account yous to bane,1
469fadfd-7978-4343-a9c2-a1c8caf22e19,MATHABA,1
d0e4028e-dd5d-490a-80e4-c22b2cfdb76c,WhatsApp achcha,5
98a32f10-d06f-48aa-892e-ded958a00d0e,very good app and user friendly,5
e734d427-56b5-4326-ba78-b19eff878c33,mobile data on hone par bhi offline dikhate hai kabhi kabhi,3
6a55b1ed-2f8d-4c0b-baf3-579fc1e284ff,I need help from you company to help me to remove the app spam from my account,5
6e59b4a9-3f45-4bf2-8913-8c894f55bc7f,good,5
0a4dbf26-615f-483b-b8cb-8641f733b18a,nice,5
7c31da2b-50cb-4d70-8c48-19a16d906b6b,nice app for contact and chat or other,4
b43138b4-c6b6-4846-95f3-88b7774e7650,uasa,1
202421bc-065b-48e8-98d2-f5c69ecdfde6,AashikAlam,5
5223ddf4-6fe5-429e-817a-09f4250e97df,sometimes making call in WhatsApp is very annoying,4
c7dfe2e6-cd46-4f6d-a462-16e7db534ff3,This app is not installing,1
527f0951-123a-405b-a854-1810f57c846f,horrible app in my experience rather find alternative app.. there customer support is useless no one responds. I'm currently unable to use my WhatsApp and I tried every way to contact them . they choose to ignore me,1
e389b72b-0b4b-45a1-a0fe-9e067fc3ef41,Whatsapp,2
9bdd3312-946c-4f2c-bf14-08d3e2160d0f,Great to work with,5
df8b20dd-abd0-4b2b-89f5-cefbf90752ab,doesn't open,1
66ac7e1f-6412-447e-a010-7799d53dc405,Nice,5
1b24606f-2ead-4884-a779-d35bd6c72986,Incessant unsolicited pings by random brands that I never signed up for.,1
70cd5a68-1933-4ebf-be03-54640f36afa7,nice,5
94b1f2f6-fad8-4caf-b8ec-a66f7e9e0f91,Ontu Sarkar Anushka,5
fade6a9e-7841-4e82-96fe-c17dd37c8053,excellent 👍,5
b4838cac-a41b-4789-98de-32276725c883,Help me my wasap help me,1
47473d90-bb1d-47ea-b6b5-5db55cf2bc2b,hmm it's quite easy way to communicate with others and helps me a lot !! like the updates are amazing,5
4bc27c27-af95-47f5-86fe-8cf8d23db34d,good app,3
7b06f5bb-0fde-4d1e-a07d-9ec67c2d8e21,Tunchi,5
25abe367-1ae8-48c8-b3ff-3a7a41ec6d36,lol whatsapp,1
fe4f7a3c-febd-4676-99a3-b65cb5fdc7c7,good app,5
dc301c18-315e-413a-b262-0b8bc1836a5e,abudddla,5
fa7bd9ff-924b-4704-90c2-f73cc3bbe575,this app is 👏 for the creators,5
719b7ba5-0334-4fea-96b9-eeed4593feaf,wow that's awesome,5
ebb085fe-4275-4073-a073-fae267660465,Internet,5
f7cdec26-87ba-408c-9708-062bd8bc64f8,Archive needs a quick option to mark all as read.,3
e20509b6-34d2-43e3-9a81-49ffabf19ff2,it's good,5
f63df9f9-581f-497d-9d27-78515114a4c7,bastard app run by someone else..!!!,3
6c019409-333d-4339-a0a4-e5612924a634,"everything was fine nowadays i don't get any notifications like calls, texts please fix it.",3
45a1afab-4be3-460b-90e1-796d4e29e0d5,whatsapp daulend,2
ed8c0396-64cf-413d-a98c-84da3430b50f,new update is best,5
2127da9c-20ff-46ef-8f9e-c304d31f7977,😁😁,5
df038201-7716-413d-83bf-927f0c472042,This app has brought many benefits to our lives and is truly important for messaging and various other tasks.,5
c8bd6a00-ffac-4027-9f0c-877953c80a76,not login,1
5e26934c-75b7-480e-8a95-2e1a471e4a76,I placed some contacts in locked chats now I want to remove them it's refusing to do so before that I created a pin and hid it then the contacts starts blinking,1
94c131b5-851d-4bb2-91cc-33f3ae4900a8,whatsapp is great for me,4
3fb17404-e699-4b9d-95f2-632e287ceb28,😡😡😡😡😡😡😡😡😡 😡😡😡😡😡👍😭😭😭😭😭😭,1
08f415d1-6836-4465-a2f9-19c0f10c3b6c,i can't used this app again,5
1e808289-377c-4c0c-b8b5-e96d2d1dfd6f,I can not access my whatsapp account on this moblie phone,1
31b3e6fa-8d29-4585-9e3c-815434ec878c,mdalirejask,5
895ab86e-ba57-4fa0-be27-a239d735e6c7,"Good one but I'm not happy, once I was creating a group of my students (I'm a teacher) WhatsApp raised a flag and banned my WhatsApp I was too upset",5
f28a3c05-a09c-4ab2-8ccd-d38d3cbb43af,very beautiful apk,1
61b02975-e58a-462e-aa6d-bd58ccff09d4,Please s nd for my WhatsApp number sms,5
c3047446-43f7-45be-aa58-36d1e97c305a,as I was pressing my phone I mistakenly delete the WhatsApp app so can I so can I can I update it because somebody sent something to me on WhatsApp can I see it when I update the WhatsApp,1
4ace2938-e562-4f2c-bcea-b01bbac03279,what's app my favourite app.and this help me in many ways.,5
63b4ab69-1a88-4615-b218-bd8de06b5250,"this app is so good and great . it have no issues both the video calls , voice mails and everything are really good. I have no issues with it .",5
dbe16074-94d9-4d17-849f-b45c447e624a,💖💖💖💖💖,5
334d951f-588b-4804-9184-453efb5318ab,no problems,5
b4079415-f329-429e-a1a0-3e8e9445b0dd,good so good 👌 very good,5
9aa3974e-9475-4e22-b6cd-8a58985bb3de,nice,4
2b7760a6-baf4-4875-a9e6-4433c9f55c80,This apps is very impressive,5
12d4fe3d-61ec-4a9d-87ba-563f19bceeff,Good but metaai,2
d50dec81-3ffc-4d3f-a6d2-5e7b7dcb9aa9,good 👍🏻😊,5
eeb6e843-f07e-46e3-834a-857bc06dbb92,good,5
63686090-fa8f-404d-af76-f0abead24a43,very very very nice,5
7890fa95-e90a-44bc-881a-2a8d56f12cc2,Excellent 👍😊🙏,5
6282f293-80fc-481e-9ee0-bc10131c10b1,nice,5
54e1e696-735c-4486-87af-eac7d0a40e69,Network quality window blocks navigation app,3
505ae832-5c57-42b0-8a09-b21a81d37351,rakshu,1
7f9e0975-0258-4657-beaa-5a2faf563418,👍🏻,5
b7374249-2e7d-4f80-aa72-d91cb6ccdc92,this app is not good,1
59135795-8f9a-4d8b-ab63-48fe10ac2ebe,safrul Ansari 🤫,5
ad8a41e5-d5bb-48fc-8d92-64d267e946f5,I like WhatsApp but this new version is something else... when I click on my status after its done it will automatically move to another person's status which most times I avoid viewing status. please resolve this,4
66d5c951-740c-4714-98c7-2f67a06aa2ed,"The app has many bugs, my number is often deactivated even though I haven’t violated any rules. Please fix the system.",1
5ff724ac-888a-4570-a301-5dcc72e56c5d,Why Bring Stupid Ads on Status....i hate ads and you guys don't really need it you're just being greedy,1
9c52d323-ca9a-43f9-8fb8-2938b2fa302b,just eseay for privacy that's all,5
81840208-0f45-4cff-98cf-da15e043bb3e,😍😍,5
973f2ed9-71ab-41d9-aaf8-3e345998d580,very goodnight and sweet dreams my love and prayers for my love to all of my heart,5
2702dd33-4a89-4822-8bb9-f4342416e069,good,5
ae3c8af6-608e-442b-a24c-29e83c115a4a,excellent,5
cc0a44c3-a073-40c0-af57-47d1425ed1b1,I cannot enter the mobile number in this app somehow I am facing trouble 😥😥🤔,1
cff513f6-dc78-4d86-a888-2a5b4da2c09d,it's good I now want to log into watsaap ...,5
2da53c43-c818-4006-8090-333c085e3390,The best in all but missing translation in the type area,5
de8eea84-7e7c-40e5-a580-fd4b588c1374,start chat is totally annoying please remove and locked chats has mentioned on the top both problem have to fix,3
6783778a-7a39-41c2-88ae-b147e82c3505,this is very good app but my account have been banned,5
568d49cd-56b0-48cc-8938-28cbda7203ac,Good to,5
c6445a7b-6d93-41a3-963a-45dc8a09a56c,l love it,5
267a0e1f-521d-4a28-9074-cd1618100275,good,5
d4230a57-f044-4e19-873b-fd748629a673,Nice,5
0abe819d-1465-4945-8eb4-2de1c4874ee5,merci beaucoup wathssap,5
62ae9207-fd92-42a8-be13-128da6c0e824,Good,3
5724381a-9fa1-43af-b0cd-1afddecbf43b,I am only give 1 star cuz insta is much better than WhatsApp.......and a suggestion for u u guys should bring big change 😎,1
9ecc183a-8458-4f65-ab84-9cfedf6d1f7f,good,5
f9d90fec-f246-4a7c-8e8c-dcae5807798b,good,4
df4fdf2e-798a-4be9-85a0-137a9ea40293,it's a good app,4
806bf7e6-2113-49fd-9d40-92d53869ad33,exallent,5
fbefbef9-f4cd-4e4f-b977-9b6bd9843c64,অপু সিং,5
504e82aa-f0f0-4a31-ba4d-a73a61be2ed2,nice to see you soon as possible,5
4a438b4a-2fbd-4604-8589-91b6b8be9668,good,5
da2ece3d-88af-413e-b6b7-0cb9e01fc020,great,5
5647b5ea-d2fe-40ef-b4f6-9f50ff1dcf03,When I put a clear video on a status it becomes blurry. It doesn't only happen to me..so please fix that,4
9b995a10-18f1-48f6-85a6-9253f0f646b4,good,5
23949abe-fcc4-4ed3-8a50-b39b65aefdf0,these have no many features,4
75143d4a-80d0-4a79-b063-fd94e89faf92,It's a good app I guess,3
4517f4a9-1371-43c1-a4cd-c6ca5fba738f,amazing,5
6910d003-a9c8-4d18-8da1-05bd0cde47ef,Thongram Kenedy Khuman,2
dd6bde3e-74b4-4501-9063-d3c2c031d8e1,facing connectivity issues frequently on my device,4
77d736c9-6fdd-49f5-8345-d6f54373f279,warest whatsapp sarvice problem is not solved 😭 another people not recommend,1
a113c4e9-6981-4af8-a690-6132b2d55db9,not bad,5
3b3dc2e5-7f47-4ee2-9bc5-701698cd6d35,one of the best social apps,5
92cc3bdd-bdb1-4f17-993a-5337fe97c677,WhatsApp make better communication,5
b70ba34e-b302-4556-81e3-50e0d461d352,G 94 NEWS CHANNEL,5
24b8447e-c01f-4262-bcef-3b04110fdac5,nice,5
2b4456c6-2d76-4266-9cab-5c52d36d03a8,"can you please stop changing things unnecessarily. put back the About feature the way it was, now it acts like disappearing messages/status. im trying to changing my simple about instead im faced with some new rules for something that was straightforward in a few secs. no one was complaining about this. updates: this status compression of is really irritating whats the point of giving us the option to upload in HD if its not going to work?!",1
6ab2a2d2-d335-49c9-ae9c-b6860a514308,whatsapp is essential for staying connected with everyone instantly. the interface is clean and the call quality stays reliable even on slower networks. i really appreciate the end to end encryption which makes messaging feel secure. it is definitely the most practical app for daily communication.,5
2fa9a1bd-2718-4846-a3c3-dace09a0bf18,"PLEASE INCLUDE AN OPTION TO REMOVE ""START CHATTING SECTION""........ i am so exhausted & mildly infuriated.. the ""start chatting"" feature that lists a bunch of contacts under my chat's is UNNECESSARY CLUTTER. i open this app knowing who i want to talk to. suggesting people to talk to is futile...... this feature simply takes from the value of the app. i absolutely HATE it. it is putting a dent in the user experience. my suggestion is get rid of it completely. that is also the wider consensus",4
a2fb257d-6fcf-4322-a285-d255f81ff813,eki,5
15e4ad6d-e00d-4e6e-9369-43ee86117ae4,Calls are clear and easy to navigate. I really appreciate your help in time of need.,5
1ac140d8-00d4-402f-ba9a-d126555f6430,l face problems like your number is not verfid and download official WhatsApp,1
21184665-cdc5-4d3e-9171-421dc2db2a0d,"After I updated it, if I wanted to create a catalog, I couldn't because it didn't pass, almost all the photos of my items couldn't be reviewed, why?",5
0f07f97c-aea5-4e3d-8a72-5afa0b31e84c,love it,5
2fe4791b-23fd-42ab-b18d-704c698b8e97,the pest app,5
e558e666-30b7-433e-ab03-960263354c47,it helps me communicate more,5
b2468eb5-539b-4b02-8741-76bde2b5d3b7,the app is slow,3
5f68906b-8656-4d69-8654-3b3b115c06a3,It is a very quick app in terms of messaging just the updating part is the annoying one,4
f16fb428-286d-41a0-8c3c-39aca1089baa,very useful app in message,5
2791dcea-f959-4d1b-b1af-d418fff88355,Nice.,5
f8b71c10-9ead-4e91-a446-40aca4a7b3f2,"whatapp is just the best, it's send message fast",5
4bc41d08-542b-496b-8455-92351d60ade2,better,5
29556eb4-ad34-44a6-ab9a-9018ecd31f13,good,5
c68cad1e-1c57-48b9-b1fc-e73ad0bf68fd,WhatsApp may also have an archive feature like Instagram and Facebook where users can see their old Stories.,4
6a504f7e-88d7-4ffc-8b7f-d80243cfc2b3,How do I back up my chats so I don't lose them?,5
bffc9e2d-9c88-49c3-98e3-a4d076d19a8e,Hashir malk,5
0510cb41-8472-43cd-ab00-4abcdfec2ab7,video call is bluer clarity no calls audio video call,3
6725139f-4e83-40da-81b1-a46c8f264edf,میرا واٹس آپ نہیں چل رہا کیا وجہ ھے,1
ef23e2cf-56d6-43ac-9135-5651a6d7e370,"Thanks to WhatsApp, which has many features and makes things easier for us.",5
50de8447-a69e-4a42-a4a5-d8b0da51f1d4,ok,1
739f010d-0f1c-4bd9-8fb1-6a451352400e,I find it difficult to update the app to the new version when ask to do so,5
3303f0f2-72fd-4e39-ad3d-9f869b01a930,"WhatsApp is a reliable messaging app with fast delivery, clear calls, and strong encryption. It’s easy to use, supports groups, media sharing, and works well even on slow networks. Occasional bugs and storage issues can occur, but overall it’s very dependable.",4
950d27aa-2be0-420d-82d5-ccb257a3c6c0,my whatsapp app is disable please enable it,1
4cbdfd62-2ff5-4d11-85b9-847152cede34,goot,5
3588be86-e8b8-4d27-b76c-2eee92e7ddd8,great work 👍👏,5
d4a40154-3ccd-4f5b-a1a2-0003c4daf990,"I've been using WhatsApp for about four years now,to communicate with my neighbours",5
916bac4a-e7bb-4d65-82ce-4d5c1fcc154c,Ok,3
d6452dde-2bfa-4d05-b0a0-8c500194e20d,good,5
9754da8d-4c7b-43f5-ac93-378e2b41038d,sakander Kumar,5
0ae88517-d4aa-42a7-bf3e-934b22de57cc,this app is awesome it have almost everything even some big companies use it for communication,4
16d63d2d-efac-4692-a631-bf661b35d27a,cool one,5
6f8871eb-4ed2-4ae9-a699-e0602da814db,good,1
e8594151-37c3-4d09-b522-4b695774e25a,very good,3
cc5b526d-60d4-4aff-8797-fc1160224fc4,it's a good appa,3
b95e8f08-e804-45a0-8299-9da15b8982d1,it's hanging only in the app,1
2bff104f-6b0f-4d30-901f-c458f6332452,I'm ABIMA joe,1
555dae5c-5fac-4d09-90e6-8fd78bd89458,good,5
83386d21-b5bd-444a-8e7f-56ca63735976,"I really hate the recent update. It is pure nightmare. Why would we need people whom we do not chat to to keep appearing under ""Start chatting""? Please remove this function/section. It is messy. Dropping the rating because of this.",1
d90d4a75-67b5-4465-8f01-1c0be3b016ef,"I actually like this app,and how it allows you to follow channels. Especially the fact that is has an Ai algorithm. I would also love it more if only there were recent songs. But other than that all good😁",4
8a17bba6-3632-4fcb-8b9d-cb9788d91c2f,it doesn't have a quality camera,4
d64d2829-7e11-4252-96fa-a976c74097b3,very good,5
ae10d97d-713f-416c-b5c2-1efc5f909f2f,nagalakshmi,5
417d3d9d-9434-45ed-a567-415459dd78b7,"₩ .""6:-¤~+_~♡ DVD, lx t tqe ie s hpqe",4
d0680231-cb12-4bbc-8317-4f11752f80ab,"this app is good about communicating with family and friends , you can also use an AI used for writing your work and doing some research , what - app is an useful app. I am so grateful I find this app",5
8ee771ea-728b-4633-ac9a-1090de478583,cool,5
0f298709-7d0d-4c65-9adf-14c6661558aa,good and lovely app,5
6bb2c051-6a00-479d-b23c-7a985518a810,photo problem in vedio call average,3
57445e87-cec2-4cdc-9c67-b23275c5afa0,it is really nice,4
a70d88c5-c7dd-4d99-9f7c-6aa838dc4113,Good,3
09e8a843-35ce-43bb-9fdb-115fab0de41b,optional,2
f06f3e85-b5a0-487b-ad64-851fe7a74a2d,video call not working,1
af60850a-98fc-4ac7-acac-a232c8f7a6c5,reqest,1
2a220344-306a-4010-ac53-5554755dcc74,nice app for everyone,5
740c20a6-5dce-419f-8af2-b81841245eb8,I installed it since one hour and it is still showing loading. I have some important work. The message is about to come from around 2:30 till now.,1
cfdaad51-d6e9-46d3-acf7-29301d203b82,MAhmad,5
5e57f2cb-e761-4501-8fca-7f661f56a9a4,nice,1
bd0c2e70-3c6b-4294-852e-082fb7733e5f,exland,5
5ccbc4f3-93b0-47ae-8d7a-604325d86871,very cool 😎👌👍,5
2459e5df-7599-456f-93ec-cbdd75b60e6c,this app is very useless,1
564f5f90-81ed-49f8-9402-64672fffa51d,I hate it every time update and they will not still change anything,2
b0a620f3-0b89-4624-83d7-d927cabfde16,Good,5
deab07b1-5289-45a0-ae3d-32d1abe628df,it's not working,1
e78b91d2-f48a-435e-b986-c27cf848c0a5,really good,5
c2dd8743-64d8-4f68-b29d-eab31c505d8d,I think it is good for me,5
38f12b88-49a9-4a51-b67f-754b9136dfa7,abdul RafiRafi,1
69100471-8547-4ad6-8531-9cb919abf777,I love my india,4
5d167dfc-8eea-42bb-b3ff-1dde37c075ce,yaw nbukpe,5
b0dc8bbd-0bd1-4fcb-b0b8-65a9bb8e4413,"My accounts are ever put under review, why?",2
fa55659e-3d0c-4675-ad67-ce966e32a000,chatting with friends and calling via data especially over long distances where phones are not reliable,5
05646050-6930-4d76-af28-94166208827a,fht new heg ne unse,5
4d27bca2-d571-45db-9aa4-3327bb5a3128,kanhaiya,5
652791fc-8b7a-4eb2-a343-d39e9daabb96,super,4
757174eb-7e8f-46b9-a09a-2cbbc06a17ac,what is wrong with your ai its bullshiting too much When i ased about a video it started preaching me about credit creation like what is wrong with you 🤮😭,3
397e1ed6-83aa-442b-82d6-8b43f100f588,"This app is the best,its a fast sender,best of all there ar channels which people can follow for daily information (pls follow me on WhatsApp, channel name 'Anime multiverse,😔😔pls",5
1dd3d60d-582f-477d-80d2-f2e8f9e57191,not working.,1
e6c303ac-3104-4229-b726-55fe539b5448,"I wont get into the details of watsapp but juat say that its a very imp app 
in todays world",5
89b8de0b-3e84-452a-b27d-e3914d401df4,🥰🥰🥰🥰,5
681e8de2-d74f-431c-be1d-1aab1768d52c,very good app,5
42e98b70-7167-4e8a-bffe-213066854d77,This app is really helpful and reliable👍🤩,5
06b08ce6-6e56-448b-916c-06665bf8b74d,"WhatsApp banned my number without any reason many times or inquiry and do not notify me,Kindly solve this problem thnks",1
431b81fe-d226-427a-a6c3-73f35f6c65ca,best,5
24b63791-0dce-4653-99f1-6697f06e46d5,install,5
7fe84225-e33a-4ef4-8717-09c7b6f98523,Mari Muthu,5
1b487874-fabc-4968-96ff-370025ca3119,tahomid,5
ff4a238d-2965-4a51-bb15-2007d87ca1ae,good,5
8618eb10-8419-44f3-b2d7-95b23811ee01,Request my what's app not received code please slove this problem,1
883b5645-0617-4565-98be-6c441497d8aa,OG of course,5
42d63948-33ca-4db6-8d81-889ca1ba823b,Greqt app and it is vety usuful now days & it is sooo e asy to use,4
6a7831c4-6c5b-434f-99c5-0c9f5186d85e,Mast hai,5
41ed6d26-385c-4be2-ad5e-47cccf0417e9,app,1
38659734-60e0-4f45-aee5-fed7ac478668,working,1
a1c5e8fb-9aeb-4376-abc9-9a6c64b06201,Don't you think that the reel option should also be available on WhatsApp?,5
dd28ca45-f90a-4e9b-8fa9-ba1c9c8527dd,Thanks for creating Whats App for us,5
c250f51f-95f6-47bd-8bbe-548c325f3b13,this app has blocked my account constantly and I'm done with it it hasn't even given me a valid reason I've abided to the agreement but it seems it not interested,1
a9ce5778-ce28-44fa-bb88-b920e3dbeead,Fast and easy to operate but having a challenge in using one number for a long time,5
5946d309-42f1-4287-9659-3a5d6522307a,yahayaabba,5
7d717382-360d-4e55-852b-917c5343cfff,🌷🐼💌💞,5
42ef7c6e-17c6-4626-97cf-022561870b23,it's good,3
2f2bdcdd-7ef2-40eb-b2a3-f9d641851581,excellent,5
850e1c31-0a7b-470f-9057-577d4c19e145,I am not allowed to login,1
0be7450a-845d-4fb4-90d2-d48802755dea,This app goo sites,5
d687e42f-899e-492e-9006-893b576f278c,love,5
bce790e1-d833-4fac-b400-e1555f5ab367,very authentic,5
35bd30ff-705d-477a-bbd0-d3c1df798d17,WhatsApp helped me connect with my long lost friends,5
535c9440-407b-4d9c-8fd5-cb66a9d5180b,banit singh,1
ec7f9a5a-6d85-42f2-bb49-efdd7ad4c92b,Vèry good,5
36800e1b-8424-4d0c-8b34-93d236f571a6,Jitendraekumar,5
6cbd44b2-abc6-4df9-b6f4-1c6c149dcad6,I the best,5
2739d1c7-766b-4a9d-8c35-2ca6bd00d163,yes very good,1
15abda5a-0b55-48cc-8620-296ae21f1bf3,this is the best app for communication,5
228fc655-0683-4ec4-a22e-7b8b14b5b400,Great experince,5
8f0c0eff-e27b-47cd-8a3d-717f1a2f5de0,it fun to message,5
05d7ef94-f4fd-47ce-a47e-115b27890577,Good job what's app,5
9d8efdfd-ac2c-4395-90a0-a7142d234f54,"desabilitar a iniciar mensagem, por favor!!! extremamente infeliz a ideia de mostrar todos contatos nas conversas realizadas. POR FAVOR, DESABILITEM ISSO!!! OU INFORMEM COMO FAZER.",2
459f2ada-1270-44d5-9094-3b4c2f982b96,عرفان,5
ef4ce63d-3feb-425e-83cb-28d7220a10cf,good,5
7d5504ba-1873-472f-8141-51a905f23d1b,"it really sucks right now, lemme hope u see my message n don't pretend u didn't see, the app sucks rn, what's the problem, u be sharing a video on status without any problem but when it finishes loading, there will be no sound on the video again what's really wrong 🤦🤦🤦",2
2216d178-bc63-4e4c-ac99-e4cd8f3eb9ae,app gets stuck while using it. updates are filled with bugs 🐛🐛,1
70129fa4-666b-4760-8a1f-7db267aeea0f,very good,5
f1a91448-8943-47fe-86c4-1ab9cb23d83f,Nice,1
e270b0fd-f702-4891-860c-117608e21d76,It is awesome. Thank you for providing multi selection feature while forwarding a msg/post.,4
2712e2bb-0706-4070-ba0f-610526be3ea2,This app is so good and text messages and call are available and this app are very useful so use this app,5
69b3e2c0-c1b2-4222-aed9-4f7e079a33c9,what sucks but I love the app it's a joy full app,2
4c2d4fda-a502-48c2-bee9-662bb0340514,ok,5
1634f6fc-83e1-40db-a79c-841e309faf09,is good for chatting,5
c90ab8b8-0c3b-471d-a895-9c1507be5d15,Good aps for chatting,5
c4b81eab-6e5d-4613-9f44-f08bc0825db3,good one,5
394e9d92-4866-48bc-8543-9f1fb24d35b1,It's working,5
c662c21d-da42-4cd8-bcfc-01cffa29d6fa,great and loving,4
90bd620b-ad39-4107-b479-3b92f8fbaedf,I have use it more than 5 years it is worst app ever worst then worstt always badd appp who one read this message i beg u not t0 use this app ever worst ever worst,5
d2a348e3-73a5-443e-9d0b-d23b91afa43b,The App is good but it's becoming annoying how the app reduces the quality of videos by a great margin.,3
20f95b0c-2af3-4031-81a9-1a7c04378918,Good applecation,5
48bfdada-05fd-4bde-b9c1-800dff3fcd59,Nikki janv,1
25077c22-aceb-4d31-be7e-79c1bd2256e6,"after latest update random people AND groups in my list are labled as ""own number (you)"" . ar random times this happens and at random times the correct name is displayed, but it is VERY annoying to see a different chat name than what it is",2
f7e68ed2-e227-438f-aa5b-44198bf208d3,farxaan cawiil ibraahim axmed,5
309e07f2-49b6-4428-93ec-81256d2a6199,very good,5
2afdc5b2-85a6-49c3-8404-20d0f4dae814,It is nice,5
247e8ce1-7214-481a-80e3-ccf403fe8459,Very passionate,5
d46b51ba-1577-45b1-8354-bb2feed43d24,good app,5
93a21d8b-d208-4c3d-99fd-8f24283055d8,This App really what's to tell the truth,4
2c49c01c-5b13-4aa8-819d-e86a8bd2ca32,not good,5
c6df040e-9254-4ab1-8ea9-da4fbb4f7b7c,"Update: x2- Can't hear share screens!!! And when I want to come here, it does not appear on playstore anymore!!! Unless it needs updating under manage apps. Can only see WhatsApp abusiness!",1
7de3d844-781e-4872-9fc2-9eb4b6ee8950,"I've never had problems using the app, it's good",5
f19a3cca-090f-4f08-9e6b-028330cef107,Whatsapp is one of the best apps I have ever used for messaging ppl Like if someone does not have ur number the person cannot chat u The app is better than Facebook to be sincere,5
4a9444b3-637e-4358-a0bb-6809211a36b7,best,5
be8d454d-e79d-4145-aaa0-902c8ecce97f,why not support,5
40710759-34be-4e50-a652-91978285e627,I can't open the WhatsApp it say that I need to install official Whatsapp but I already did!,1
